300348,长亮科技,-871.20万,3.58亿
002370,亚太药业,-880.68万,2813.13万
002544,杰赛科技,-886.49万,9144.66万
000666,经纬纺机,-897.91万,3182.58万
000901,航天科技,-908.22万,6632.84万
300014,亿纬锂能,-932.92万,11.72亿
002091,江苏国泰,-936.61万,5502.45万
002911,佛燃能源,-943.28万,5905.14万
002352,顺丰控股,-957.90万,12.78亿
002130,沃尔核材,-966.33万,3051.96万
300682,朗新科技,-973.50万,6881.26万
002340,格林美,-991.21万,2.87亿
002299,圣农发展,-1002.55万,4.57亿
300079,数码科技,-1004.16万,7838.40万
000931,中关村,-1009.00万,1.60亿
000703,恒逸石化,-1017.88万,8649.74万
002777,久远银海,-1038.74万,9415.28万
000861,海印股份,-1040.03万,7708.13万
002145,中核钛白,-1044.25万,6096.22万
002798,帝欧家居,-1046.07万,1.23亿
000989,九芝堂,-1051.03万,1.51亿
