000725,京东方A,14.33亿,113.92亿
000651,格力电器,7.57亿,43.53亿
000333,美的集团,4.42亿,21.81亿
002236,大华股份,4.01亿,17.74亿
000100,TCL科技,2.97亿,47.05亿
000063,中兴通讯,2.45亿,31.92亿
300058,蓝色光标,2.29亿,17.03亿
000878,云南铜业,2.17亿,8.47亿
002129,中环股份,1.54亿,19.98亿
000028,国药一致,1.52亿,4.39亿
002466,天齐锂业,1.41亿,19.32亿
002202,金风科技,1.38亿,6.08亿
300002,神州泰岳,1.26亿,21.08亿
002648,卫星石化,1.22亿,3.95亿
002080,中材科技,1.20亿,5.61亿
002262,恩华药业,1.18亿,6.74亿
002415,海康威视,1.18亿,13.79亿
002353,杰瑞股份,1.09亿,8.10亿
000976,华铁股份,1.07亿,2.78亿
002304,洋河股份,1.04亿,10.27亿
002074,国轩高科,1.02亿,20.67亿
000807,云铝股份,9467.16万,4.40亿
000735,罗牛山,9451.11万,12.64亿
002481,双塔食品,9352.26万,9.05亿
002019,亿帆医药,8458.44万,7.09亿
300498,温氏股份,8316.49万,8.25亿
002217,合力泰,8223.35万,7.66亿
002179,中航光电,7588.53万,4.95亿
002180,纳思达,7363.65万,6.52亿
300274,阳光电源,7005.28万,3.81亿
002120,韵达股份,6856.54万,5.21亿
000959,首钢股份,6664.75万,2.01亿
002142,宁波银行,6650.52万,7.79亿
300123,亚光科技,6644.55万,6.40亿
300456,赛微电子,6373.27万,6.31亿
300458,全志科技,6322.79万,4.16亿
300602,飞荣达,6168.54万,5.23亿
002078,太阳纸业,6122.22万,3.13亿
000988,华工科技,5993.98万,9.17亿
003816,中国广核,5968.16万,1.45亿
000016,深康佳A,5941.78万,6.88亿
000960,锡业股份,5848.87万,2.84亿
000656,金科股份,5834.15万,2.70亿
000625,长安汽车,5635.43万,5.47亿
002387,维信诺,5627.51万,3.41亿
002928,华夏航空,5538.02万,5.81亿
002429,兆驰股份,5407.54万,6.80亿
000012,南玻A,5205.76万,1.74亿
000413,东旭光电,5045.55万,2.99亿
300233,金城医药,4795.67万,5.33亿
300638,广和通,4495.55万,4.93亿
000630,铜陵有色,4281.42万,1.52亿
002463,沪电股份,4267.33万,9.38亿
002382,蓝帆医疗,4126.02万,6.01亿
300451,创业慧康,3814.26万,3.74亿
002294,信立泰,3725.53万,1.80亿
300369,绿盟科技,3714.79万,2.21亿
300124,汇川技术,3673.29万,4.12亿
002413,雷科防务,3659.90万,3.32亿
300322,硕贝德,3634.00万,3.48亿
300298,三诺生物,3614.85万,2.43亿
000002,万科A,3540.34万,18.88亿
000582,北部湾港,3536.75万,2.07亿
002709,天赐材料,3421.38万,1.94亿
000671,阳光城,3408.40万,1.86亿
000060,中金岭南,3397.91万,1.64亿
000667,美好置业,3394.52万,9240.63万
002925,盈趣科技,3392.65万,2.61亿
000933,神火股份,3271.87万,1.03亿
300401,花园生物,3252.96万,1.99亿
002596,海南瑞泽,3238.59万,5.42亿
300098,高新兴,3189.54万,5.20亿
002841,视源股份,3173.81万,1.40亿
300182,捷成股份,3040.39万,6.05亿
300054,鼎龙股份,3016.37万,5.98亿
300232,洲明科技,2966.23万,1.83亿
300244,迪安诊断,2920.45万,2.87亿
300628,亿联网络,2905.65万,2.72亿
000830,鲁西化工,2868.38万,1.57亿
000778,新兴铸管,2827.85万,8739.78万
002063,远光软件,2802.23万,1.68亿
000831,五矿稀土,2703.52万,3.92亿
300145,中金环境,2598.16万,8709.58万
300251,光线传媒,2559.26万,2.27亿
000537,广宇发展,2530.42万,1.32亿
002614,奥佳华,2465.72万,1.22亿
002859,洁美科技,2454.13万,2.49亿
002008,大族激光,2430.64万,6.24亿
000629,攀钢钒钛,2342.64万,1.54亿
300033,同花顺,2342.51万,7.12亿
300203,聚光科技,2256.36万,2.60亿
300759,康龙化成,2169.09万,3.24亿
002745,木林森,2165.69万,1.92亿
000597,东北制药,2146.37万,7415.05万
002597,金禾实业,2069.06万,9041.63万
000800,一汽解放,2051.65万,3.36亿
000825,太钢不锈,1945.06万,9184.54万
002013,中航机电,1935.31万,1.65亿
000739,普洛药业,1922.27万,2.19亿
000006,深振业A,1871.90万,1.27亿
002230,科大讯飞,1859.83万,7.91亿
002941,新疆交建,1851.91万,1.49亿
002281,光迅科技,1799.72万,5.28亿
002698,博实股份,1761.70万,2.23亿
002044,美年健康,1745.80万,2.89亿
300558,贝达药业,1729.06万,5.84亿
000688,国城矿业,1702.80万,5657.42万
000400,许继电气,1696.75万,1.40亿
300036,超图软件,1674.44万,2.68亿
300185,通裕重工,1647.46万,6030.15万
002714,牧原股份,1593.19万,10.79亿
002146,荣盛发展,1447.30万,1.54亿
002938,鹏鼎控股,1438.05万,4.10亿
000708,中信特钢,1427.69万,6392.14万
000513,丽珠集团,1413.71万,2.90亿
000657,中钨高新,1369.49万,7023.57万
000600,建投能源,1365.22万,8640.27万
000967,盈峰环境,1294.00万,1.70亿
300572,安车检测,1291.72万,1.86亿
000936,华西股份,1137.31万,5.90亿
002372,伟星新材,1114.35万,8211.14万
002430,杭氧股份,1104.24万,9750.04万
000025,特力A,1094.42万,8410.20万
002640,跨境通,1060.25万,1.77亿
000887,中鼎股份,1028.20万,1.64亿
002726,龙大肉食,1010.14万,1.78亿
002396,星网锐捷,990.73万,3.81亿
300702,天宇股份,985.15万,3.06亿
002603,以岭药业,976.51万,7.30亿
000717,韶钢松山,961.46万,1.04亿
300043,星辉娱乐,950.81万,1.01亿
300725,药石科技,940.90万,2.05亿
002099,海翔药业,932.79万,2.57亿
300257,开山股份,917.27万,9195.86万
002867,周大生,904.15万,6105.53万
000756,新华制药,895.63万,9873.74万
002004,华邦健康,894.93万,1.30亿
000560,我爱我家,890.34万,3555.09万
000543,皖能电力,888.24万,4539.48万
002364,中恒电气,868.58万,8647.39万
300724,捷佳伟创,842.17万,2.18亿
300296,利亚德,842.15万,3.93亿
000046,泛海控股,823.91万,6526.58万
000910,大亚圣象,808.11万,2.29亿
300679,电连技术,796.82万,1.91亿
002449,国星光电,795.91万,5.34亿
000923,河钢资源,789.86万,1.82亿
002203,海亮股份,784.52万,2027.63万
300149,量子生物,756.28万,8987.52万
002792,通宇通讯,749.46万,1.34亿
300224,正海磁材,728.54万,7832.54万
000718,苏宁环球,725.61万,2527.66万
002796,世嘉科技,722.45万,1.63亿
300133,华策影视,715.27万,1.29亿
000546,金圆股份,686.71万,1.44亿
002251,步步高,665.72万,1.18亿
002390,信邦制药,661.88万,4062.51万
002128,露天煤业,636.22万,7394.81万
000758,中色股份,620.71万,1.62亿
002594,比亚迪,594.59万,10.87亿
002383,合众思壮,589.90万,9996.89万
300294,博雅生物,580.28万,5.03亿
300292,吴通控股,580.06万,3.03亿
000898,鞍钢股份,564.80万,5168.24万
002635,安洁科技,540.33万,11.24亿
002601,龙蟒佰利,516.21万,2.19亿
001979,招商蛇口,505.70万,4.50亿
000951,中国重汽,504.91万,1.32亿
002946,新乳业,503.22万,1.60亿
002951,金时科技,469.94万,1.21亿
002118,紫鑫药业,459.42万,6669.61万
000065,北方国际,441.92万,1997.86万
002020,京新药业,431.89万,5023.61万
002267,陕天然气,423.33万,2446.15万
300457,赢合科技,382.49万,2.18亿
000738,航发控制,377.94万,1.26亿
300570,太辰光,376.32万,7948.05万
000799,酒鬼酒,365.37万,9.80亿
002547,春兴精工,365.21万,6.65亿
300618,寒锐钴业,356.00万,3.24亿
000683,远兴能源,353.20万,5302.27万
000990,诚志股份,350.67万,8350.73万
000983,西山煤电,312.77万,9235.87万
002092,中泰化学,291.60万,5554.20万
002244,滨江集团,279.70万,5212.30万
000062,深圳华强,275.68万,7752.89万
002491,通鼎互联,271.66万,4864.78万
002907,华森制药,244.00万,2544.29万
300765,新诺威,243.55万,1.47亿
000078,海王生物,238.50万,1.06亿
002595,豪迈科技,230.22万,3721.13万
000070,特发信息,223.40万,1.32亿
000591,太阳能,214.19万,4929.11万
000932,华菱钢铁,208.19万,1.06亿
002016,世荣兆业,190.19万,1414.64万
000617,中油资本,172.42万,1243.68万
000552,靖远煤电,172.37万,1619.35万
300038,数知科技,168.68万,1.84亿
300423,鲁亿通,163.97万,1.11亿
300748,金力永磁,121.05万,5.36亿
002032,苏泊尔,111.87万,1.88亿
300191,潜能恒信,99.55万,1.26亿
002550,千红制药,75.86万,2190.92万
002958,青农商行,75.41万,1.00亿
002314,南山控股,72.79万,5944.11万
002832,比音勒芬,55.66万,7611.37万
002733,雄韬股份,53.91万,8095.68万
002608,江苏国信,52.48万,860.40万
002677,浙江美大,51.23万,5661.03万
000603,盛达资源,29.80万,1.77亿
000031,大悦城,27.28万,2954.81万
002061,浙江交科,20.65万,4131.08万
002025,航天电器,11.29万,1.09亿
000881,中广核技,2.84万,4114.68万
002407,多氟多,-0.67万,8944.16万
002023,海特高新,-2.42万,3.54亿
002036,联创电子,-7.26万,7.32亿
000402,金融街,-11.49万,2409.63万
000088,盐田港,-15.30万,2312.45万
002226,江南化工,-22.06万,5752.62万
300180,华峰超纤,-26.84万,5185.63万
002497,雅化集团,-26.85万,2.39亿
000301,东方盛虹,-29.42万,3802.75万
300037,新宙邦,-51.74万,1.80亿
002168,惠程科技,-85.44万,1.21亿
300285,国瓷材料,-91.28万,2.79亿
000863,三湘印象,-96.74万,619.76万
300194,福安药业,-107.66万,7756.18万
002318,久立特材,-110.42万,5226.39万
002371,北方华创,-121.94万,10.84亿
002490,山东墨龙,-130.08万,7906.19万
002376,新北洋,-134.07万,4697.70万
002542,中化岩土,-141.45万,1400.87万
002110,三钢闽光,-160.55万,1.05亿
000429,粤高速A,-163.39万,2047.71万
000059,华锦股份,-168.81万,2872.89万
300616,尚品宅配,-169.66万,2528.55万
000950,重药控股,-178.81万,1326.72万
000019,深粮控股,-181.30万,1.18亿
300406,九强生物,-186.53万,1.17亿
002636,金安国纪,-191.83万,3677.30万
300252,金信诺,-196.90万,1.11亿
002701,奥瑞金,-200.97万,4671.07万
300212,易华录,-208.71万,2.10亿
300768,迪普科技,-224.28万,1.27亿
002567,唐人神,-225.54万,1.18亿
002446,盛路通信,-239.09万,1.08亿
001872,招商港口,-242.63万,1547.96万
000937,冀中能源,-249.12万,4406.51万
000970,中科三环,-250.33万,1.41亿
000900,现代投资,-255.54万,975.23万
000709,河钢股份,-256.99万,5888.10万
002621,美吉姆,-267.43万,1380.00万
000528,柳工,-275.97万,5735.59万
300170,汉得信息,-283.80万,1.51亿
000958,东方能源,-297.51万,1792.90万
002317,众生药业,-301.90万,1.20亿
002378,章源钨业,-304.05万,3579.60万
000627,天茂集团,-306.01万,9290.49万
002807,江阴银行,-311.56万,5723.85万
300088,长信科技,-346.33万,8.20亿
000766,通化金马,-346.98万,1862.55万
002589,瑞康医药,-347.16万,5119.19万
000544,中原环保,-348.27万,2470.36万
002440,闰土股份,-361.82万,5806.32万
002545,东方铁塔,-364.99万,6701.41万
002703,浙江世宝,-365.99万,1489.42万
002948,青岛银行,-368.30万,1802.39万
000563,陕国投A,-383.49万,5513.81万
000517,荣安地产,-411.60万,1287.72万
002309,中利集团,-418.01万,1413.18万
001965,招商公路,-452.34万,1182.74万
002038,双鹭药业,-461.33万,8523.55万
300527,中船应急,-462.82万,4696.95万
000008,神州高铁,-474.68万,4589.65万
300755,华致酒行,-474.80万,1.89亿
000682,东方电子,-474.94万,4078.65万
002482,广田集团,-479.56万,1596.85万
002285,世联行,-484.60万,2546.02万
002064,华峰氨纶,-489.74万,7153.91万
002423,中粮资本,-505.62万,2804.40万
002773,康弘药业,-508.16万,2.48亿
002303,美盈森,-509.89万,3765.46万
300300,汉鼎宇佑,-520.83万,7867.86万
300577,开润股份,-528.02万,3417.01万
002625,光启技术,-531.28万,9038.97万
002358,森源电气,-541.93万,2348.84万
000039,中集集团,-548.43万,4183.87万
002831,裕同科技,-553.69万,9512.93万
002183,怡亚通,-568.47万,1.80亿
000027,深圳能源,-573.98万,3936.82万
002901,大博医疗,-574.45万,9701.86万
002913,奥士康,-576.81万,5012.29万
002010,传化智联,-577.60万,4493.12万
002755,奥赛康,-586.95万,1.17亿
002665,首航高科,-608.56万,4208.85万
002399,海普瑞,-614.63万,6807.41万
000516,国际医学,-615.98万,2472.52万
300726,宏达电子,-617.13万,7884.67万
002818,富森美,-620.30万,3976.33万
300355,蒙草生态,-625.08万,1969.80万
002266,浙富控股,-640.20万,5719.03万
002293,罗莱生活,-674.38万,3631.78万
002051,中工国际,-682.04万,2980.26万
300723,一品红,-683.84万,4454.80万
000553,安道麦A,-691.24万,2417.57万
002081,金螳螂,-692.67万,1.44亿
002085,万丰奥威,-695.81万,3839.85万
000035,中国天楹,-696.13万,3495.71万
000969,安泰科技,-704.83万,1.01亿
000815,美利云,-717.05万,4422.75万
002910,庄园牧场,-720.73万,3851.84万
002254,泰和新材,-739.77万,6287.90万
000928,中钢国际,-740.96万,2202.68万
300741,华宝股份,-742.46万,5491.82万
000598,兴蓉环境,-749.35万,2605.33万
000968,蓝焰控股,-756.34万,2240.64万
000525,红太阳,-780.37万,5642.75万
002936,郑州银行,-810.76万,2921.40万
000036,华联控股,-815.59万,3839.45万
000040,东旭蓝天,-818.03万,3631.97万
300159,新研股份,-829.88万,2904.25万
300523,辰安科技,-831.96万,4222.39万
002301,齐心集团,-832.97万,1.32亿
002024,苏宁易购,-833.77万,2.57亿
002672,东江环保,-837.45万,4216.57万
000999,华润三九,-843.98万,8440.65万
000883,湖北能源,-846.17万,2827.64万
002047,宝鹰股份,-869.84万,9380.30万
