002358,森源电气,5.45,0.08,1.49%,5.37,5.41,5.58,5.39,-79.85万,13.29万,7292.62万,1.46
300183,东软载波,15.02,0.00,0.00%,15.02,15.04,15.26,14.90,-92.09万,7.28万,1.10亿,2.72
002768,国恩股份,34.08,0.98,2.96%,33.10,33.30,34.93,32.94,-95.54万,14.19万,4.84亿,8.03
000025,特力A,18.13,-0.04,-0.22%,18.17,18.09,18.32,18.05,-99.73万,3.92万,7125.95万,1.00
000881,中广核技,7.32,-0.01,-0.14%,7.33,7.32,7.40,7.26,-100.22万,4.58万,3361.83万,0.66
002309,中利集团,5.86,-0.04,-0.68%,5.90,5.90,5.93,5.85,-105.44万,3.44万,2023.94万,0.49
000863,三湘印象,3.86,0.00,0.00%,3.86,3.87,3.89,3.83,-108.66万,2.10万,809.38万,0.18
300355,蒙草生态,2.73,-0.01,-0.37%,2.74,2.73,2.76,2.73,-109.71万,9.83万,2692.91万,0.75
300602,飞荣达,29.40,0.23,0.79%,29.17,29.21,30.14,28.80,-111.67万,6.35万,1.87亿,2.24
002639,雪人股份,7.16,0.02,0.28%,7.14,7.18,7.24,7.14,-116.33万,12.56万,9039.94万,2.36
300180,华峰超纤,8.47,-0.03,-0.35%,8.50,8.50,8.57,8.43,-121.44万,5.27万,4487.21万,0.51
300725,药石科技,101.05,1.13,1.13%,99.92,99.79,101.60,98.79,-122.01万,1.98万,1.99亿,2.04
002468,申通快递,18.42,-0.01,-0.05%,18.43,18.49,18.78,18.22,-138.74万,9.99万,1.85亿,0.68
002047,宝鹰股份,4.97,-0.04,-0.80%,5.01,5.01,5.12,4.95,-141.28万,16.92万,8503.20万,1.34
002672,东江环保,9.94,0.00,0.00%,9.94,9.91,10.04,9.86,-143.52万,5.78万,5750.84万,0.88
300012,华测检测,17.96,-0.11,-0.61%,18.07,17.88,18.30,17.88,-164.86万,12.23万,2.21亿,0.81
000028,国药一致,40.02,-0.14,-0.35%,40.16,40.19,40.66,40.00,-201.29万,2.79万,1.12亿,0.76
000869,张裕A,28.49,0.03,0.10%,28.46,28.52,28.67,28.05,-204.11万,3.34万,9472.77万,0.74
002271,东方雨虹,38.70,0.26,0.68%,38.44,38.59,39.30,38.20,-207.82万,18.19万,7.08亿,1.65
000301,东方盛虹,5.48,0.00,0.00%,5.48,5.49,5.52,5.40,-228.01万,6.51万,3564.62万,0.53
000031,大悦城,5.11,0.00,0.00%,5.11,5.16,5.18,5.10,-232.52万,7.75万,3979.32万,0.43
002703,浙江世宝,4.33,0.00,0.00%,4.33,4.37,4.43,4.30,-244.26万,3.96万,1716.92万,0.72
300616,尚品宅配,67.00,0.19,0.28%,66.81,66.81,67.19,65.66,-250.13万,6022,3999.74万,0.47
000950,重药控股,5.03,0.02,0.40%,5.01,5.04,5.13,5.02,-255.33万,4.75万,2407.45万,0.55
002665,首航高科,2.66,0.03,1.14%,2.63,2.64,2.72,2.63,-265.02万,30.49万,8160.59万,1.35
000559,万向钱潮,4.91,0.01,0.20%,4.90,4.90,4.94,4.88,-272.40万,8.19万,4017.45万,0.30
300369,绿盟科技,18.90,0.01,0.05%,18.89,19.21,19.21,18.70,-277.54万,4.29万,8103.46万,0.59
